table,row_key,column,v1_1_value,gold_v2_value,note
rates_by_stratum.csv,exp_id=e1_v2a|run_id=e1_v2a_20260915T153333Z|prompt_version=v2a|stratum_kind=difficulty|stratum=easy|metric=passed|method=wilson,estimate,0.962963,0.918519,
rates_by_stratum.csv,exp_id=e1_v2a|run_id=e1_v2a_20260915T153333Z|prompt_version=v2a|stratum_kind=difficulty|stratum=easy|metric=passed|method=wilson,ci_low,0.916229,0.859983,
rates_by_stratum.csv,exp_id=e1_v2a|run_id=e1_v2a_20260915T153333Z|prompt_version=v2a|stratum_kind=difficulty|stratum=easy|metric=passed|method=wilson,ci_high,0.984078,0.953894,
rates_by_stratum.csv,exp_id=e1_v2a|run_id=e1_v2a_20260915T153333Z|prompt_version=v2a|stratum_kind=language|stratum=en|metric=category_match|method=wilson,k,81,75,
rates_by_stratum.csv,exp_id=e1_v2a|run_id=e1_v2a_20260915T153333Z|prompt_version=v2a|stratum_kind=language|stratum=en|metric=category_match|method=wilson,estimate,0.964286,0.892857,
rates_by_stratum.csv,exp_id=e1_v2a|run_id=e1_v2a_20260915T153333Z|prompt_version=v2a|stratum_kind=language|stratum=en|metric=category_match|method=wilson,ci_low,0.900183,0.808754,
rates_by_stratum.csv,exp_id=e1_v2a|run_id=e1_v2a_20260915T153333Z|prompt_version=v2a|stratum_kind=language|stratum=en|metric=category_match|method=wilson,ci_high,0.987780,0.942600,
rates_by_stratum.csv,exp_id=e1_v2a|run_id=e1_v2a_20260915T153333Z|prompt_version=v2a|stratum_kind=language|stratum=en|metric=passed|method=wilson,k,81,75,
rates_by_stratum.csv,exp_id=e1_v2a|run_id=e1_v2a_20260915T153333Z|prompt_version=v2a|stratum_kind=language|stratum=en|metric=passed|method=wilson,estimate,0.964286,0.892857,
rates_by_stratum.csv,exp_id=e1_v2a|run_id=e1_v2a_20260915T153333Z|prompt_version=v2a|stratum_kind=language|stratum=en|metric=passed|method=wilson,ci_low,0.900183,0.808754,
rates_by_stratum.csv,exp_id=e1_v2a|run_id=e1_v2a_20260915T153333Z|prompt_version=v2a|stratum_kind=language|stratum=en|metric=passed|method=wilson,ci_high,0.987780,0.942600,
rates_by_stratum.csv,exp_id=e1_v2a|run_id=e1_v2a_20260915T153333Z|prompt_version=v2a|stratum_kind=language|stratum=zh-tw|metric=category_match|method=wilson,k,91,88,
rates_by_stratum.csv,exp_id=e1_v2a|run_id=e1_v2a_20260915T153333Z|prompt_version=v2a|stratum_kind=language|stratum=zh-tw|metric=category_match|method=wilson,estimate,0.866667,0.838095,
rates_by_stratum.csv,exp_id=e1_v2a|run_id=e1_v2a_20260915T153333Z|prompt_version=v2a|stratum_kind=language|stratum=zh-tw|metric=category_match|method=wilson,ci_low,0.788565,0.755938,
rates_by_stratum.csv,exp_id=e1_v2a|run_id=e1_v2a_20260915T153333Z|prompt_version=v2a|stratum_kind=language|stratum=zh-tw|metric=category_match|method=wilson,ci_high,0.918886,0.896387,
rates_by_stratum.csv,exp_id=e1_v2a|run_id=e1_v2a_20260915T153333Z|prompt_version=v2a|stratum_kind=language|stratum=zh-tw|metric=passed|method=wilson,k,90,87,
rates_by_stratum.csv,exp_id=e1_v2a|run_id=e1_v2a_20260915T153333Z|prompt_version=v2a|stratum_kind=language|stratum=zh-tw|metric=passed|method=wilson,estimate,0.857143,0.828571,
rates_by_stratum.csv,exp_id=e1_v2a|run_id=e1_v2a_20260915T153333Z|prompt_version=v2a|stratum_kind=language|stratum=zh-tw|metric=passed|method=wilson,ci_low,0.777600,0.745227,
rates_by_stratum.csv,exp_id=e1_v2a|run_id=e1_v2a_20260915T153333Z|prompt_version=v2a|stratum_kind=language|stratum=zh-tw|metric=passed|method=wilson,ci_high,0.911475,0.888722,
rates_by_stratum.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|stratum_kind=difficulty|stratum=ambiguous|metric=category_match|method=wilson,k,48,45,
rates_by_stratum.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|stratum_kind=difficulty|stratum=ambiguous|metric=category_match|method=wilson,estimate,0.941176,0.882353,
rates_by_stratum.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|stratum_kind=difficulty|stratum=ambiguous|metric=category_match|method=wilson,ci_low,0.840754,0.766192,
rates_by_stratum.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|stratum_kind=difficulty|stratum=ambiguous|metric=category_match|method=wilson,ci_high,0.979793,0.944949,
rates_by_stratum.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|stratum_kind=difficulty|stratum=ambiguous|metric=passed|method=wilson,k,48,45,
rates_by_stratum.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|stratum_kind=difficulty|stratum=ambiguous|metric=passed|method=wilson,estimate,0.941176,0.882353,
rates_by_stratum.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|stratum_kind=difficulty|stratum=ambiguous|metric=passed|method=wilson,ci_low,0.840754,0.766192,
rates_by_stratum.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|stratum_kind=difficulty|stratum=ambiguous|metric=passed|method=wilson,ci_high,0.979793,0.944949,
rates_by_stratum.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|stratum_kind=difficulty|stratum=easy|metric=category_match|method=wilson,k,133,131,
rates_by_stratum.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|stratum_kind=difficulty|stratum=easy|metric=category_match|method=wilson,estimate,0.985185,0.970370,
rates_by_stratum.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|stratum_kind=difficulty|stratum=easy|metric=category_match|method=wilson,ci_low,0.947594,0.926294,
rates_by_stratum.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|stratum_kind=difficulty|stratum=easy|metric=category_match|method=wilson,ci_high,0.995928,0.988419,
rates_by_stratum.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|stratum_kind=difficulty|stratum=easy|metric=passed|method=wilson,k,132,130,
rates_by_stratum.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|stratum_kind=difficulty|stratum=easy|metric=passed|method=wilson,estimate,0.977778,0.962963,
rates_by_stratum.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|stratum_kind=difficulty|stratum=easy|metric=passed|method=wilson,ci_low,0.936703,0.916229,
rates_by_stratum.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|stratum_kind=difficulty|stratum=easy|metric=passed|method=wilson,ci_high,0.992414,0.984078,
rates_by_stratum.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|stratum_kind=language|stratum=en|metric=category_match|method=wilson,k,76,74,
rates_by_stratum.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|stratum_kind=language|stratum=en|metric=category_match|method=wilson,estimate,0.904762,0.880952,
rates_by_stratum.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|stratum_kind=language|stratum=en|metric=category_match|method=wilson,ci_low,0.823174,0.794551,
rates_by_stratum.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|stratum_kind=language|stratum=en|metric=category_match|method=wilson,ci_high,0.950948,0.934035,
rates_by_stratum.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|stratum_kind=language|stratum=en|metric=passed|method=wilson,k,75,73,
rates_by_stratum.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|stratum_kind=language|stratum=en|metric=passed|method=wilson,estimate,0.892857,0.869048,
rates_by_stratum.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|stratum_kind=language|stratum=en|metric=passed|method=wilson,ci_low,0.808754,0.780539,
rates_by_stratum.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|stratum_kind=language|stratum=en|metric=passed|method=wilson,ci_high,0.942600,0.925278,
rates_by_stratum.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|stratum_kind=language|stratum=zh-tw|metric=category_match|method=wilson,k,96,93,
rates_by_stratum.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|stratum_kind=language|stratum=zh-tw|metric=category_match|method=wilson,estimate,0.914286,0.885714,
rates_by_stratum.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|stratum_kind=language|stratum=zh-tw|metric=category_match|method=wilson,ci_low,0.845077,0.810799,
rates_by_stratum.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|stratum_kind=language|stratum=zh-tw|metric=category_match|method=wilson,ci_high,0.954251,0.933403,
rates_by_stratum.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|stratum_kind=language|stratum=zh-tw|metric=passed|method=wilson,k,96,93,
rates_by_stratum.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|stratum_kind=language|stratum=zh-tw|metric=passed|method=wilson,estimate,0.914286,0.885714,
rates_by_stratum.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|stratum_kind=language|stratum=zh-tw|metric=passed|method=wilson,ci_low,0.845077,0.810799,
rates_by_stratum.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|stratum_kind=language|stratum=zh-tw|metric=passed|method=wilson,ci_high,0.954251,0.933403,
rates_by_stratum.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|stratum_kind=difficulty|stratum=ambiguous|metric=category_match|method=wilson,k,44,41,
rates_by_stratum.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|stratum_kind=difficulty|stratum=ambiguous|metric=category_match|method=wilson,estimate,0.862745,0.803922,
rates_by_stratum.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|stratum_kind=difficulty|stratum=ambiguous|metric=category_match|method=wilson,ci_low,0.742783,0.675419,
rates_by_stratum.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|stratum_kind=difficulty|stratum=ambiguous|metric=category_match|method=wilson,ci_high,0.931889,0.889847,
rates_by_stratum.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|stratum_kind=difficulty|stratum=ambiguous|metric=passed|method=wilson,k,44,41,
rates_by_stratum.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|stratum_kind=difficulty|stratum=ambiguous|metric=passed|method=wilson,estimate,0.862745,0.803922,
rates_by_stratum.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|stratum_kind=difficulty|stratum=ambiguous|metric=passed|method=wilson,ci_low,0.742783,0.675419,
rates_by_stratum.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|stratum_kind=difficulty|stratum=ambiguous|metric=passed|method=wilson,ci_high,0.931889,0.889847,
rates_by_stratum.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|stratum_kind=language|stratum=zh-tw|metric=category_match|method=wilson,k,89,86,
rates_by_stratum.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|stratum_kind=language|stratum=zh-tw|metric=category_match|method=wilson,estimate,0.847619,0.819048,
rates_by_stratum.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|stratum_kind=language|stratum=zh-tw|metric=category_match|method=wilson,ci_low,0.766727,0.734591,
rates_by_stratum.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|stratum_kind=language|stratum=zh-tw|metric=category_match|method=wilson,ci_high,0.903973,0.880983,
rates_by_stratum.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|stratum_kind=language|stratum=zh-tw|metric=passed|method=wilson,k,89,86,
rates_by_stratum.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|stratum_kind=language|stratum=zh-tw|metric=passed|method=wilson,estimate,0.847619,0.819048,
rates_by_stratum.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|stratum_kind=language|stratum=zh-tw|metric=passed|method=wilson,ci_low,0.766727,0.734591,
rates_by_stratum.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|stratum_kind=language|stratum=zh-tw|metric=passed|method=wilson,ci_high,0.903973,0.880983,
rates_by_stratum.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|stratum_kind=difficulty|stratum=ambiguous|metric=category_match|method=wilson,k,48,45,
rates_by_stratum.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|stratum_kind=difficulty|stratum=ambiguous|metric=category_match|method=wilson,estimate,0.941176,0.882353,
rates_by_stratum.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|stratum_kind=difficulty|stratum=ambiguous|metric=category_match|method=wilson,ci_low,0.840754,0.766192,
rates_by_stratum.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|stratum_kind=difficulty|stratum=ambiguous|metric=category_match|method=wilson,ci_high,0.979793,0.944949,
rates_by_stratum.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|stratum_kind=difficulty|stratum=ambiguous|metric=passed|method=wilson,k,48,45,
rates_by_stratum.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|stratum_kind=difficulty|stratum=ambiguous|metric=passed|method=wilson,estimate,0.941176,0.882353,
rates_by_stratum.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|stratum_kind=difficulty|stratum=ambiguous|metric=passed|method=wilson,ci_low,0.840754,0.766192,
rates_by_stratum.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|stratum_kind=difficulty|stratum=ambiguous|metric=passed|method=wilson,ci_high,0.979793,0.944949,
rates_by_stratum.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|stratum_kind=difficulty|stratum=easy|metric=category_match|method=wilson,k,131,125,
rates_by_stratum.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|stratum_kind=difficulty|stratum=easy|metric=category_match|method=wilson,estimate,0.970370,0.925926,
rates_by_stratum.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|stratum_kind=difficulty|stratum=easy|metric=category_match|method=wilson,ci_low,0.926294,0.869013,
rates_by_stratum.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|stratum_kind=difficulty|stratum=easy|metric=category_match|method=wilson,ci_high,0.988419,0.959269,
rates_by_stratum.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|stratum_kind=difficulty|stratum=easy|metric=passed|method=wilson,k,131,125,
rates_by_stratum.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|stratum_kind=difficulty|stratum=easy|metric=passed|method=wilson,estimate,0.970370,0.925926,
rates_by_stratum.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|stratum_kind=difficulty|stratum=easy|metric=passed|method=wilson,ci_low,0.926294,0.869013,
rates_by_stratum.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|stratum_kind=difficulty|stratum=easy|metric=passed|method=wilson,ci_high,0.988419,0.959269,
rates_by_stratum.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|stratum_kind=language|stratum=en|metric=category_match|method=wilson,k,80,74,
rates_by_stratum.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|stratum_kind=language|stratum=en|metric=category_match|method=wilson,estimate,0.952381,0.880952,
rates_by_stratum.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|stratum_kind=language|stratum=en|metric=category_match|method=wilson,ci_low,0.883867,0.794551,
rates_by_stratum.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|stratum_kind=language|stratum=en|metric=category_match|method=wilson,ci_high,0.981328,0.934035,
rates_by_stratum.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|stratum_kind=language|stratum=en|metric=passed|method=wilson,k,80,74,
rates_by_stratum.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|stratum_kind=language|stratum=en|metric=passed|method=wilson,estimate,0.952381,0.880952,
rates_by_stratum.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|stratum_kind=language|stratum=en|metric=passed|method=wilson,ci_low,0.883867,0.794551,
rates_by_stratum.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|stratum_kind=language|stratum=en|metric=passed|method=wilson,ci_high,0.981328,0.934035,
rates_by_stratum.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|stratum_kind=language|stratum=zh-tw|metric=category_match|method=wilson,k,93,90,
rates_by_stratum.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|stratum_kind=language|stratum=zh-tw|metric=category_match|method=wilson,estimate,0.885714,0.857143,
rates_by_stratum.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|stratum_kind=language|stratum=zh-tw|metric=category_match|method=wilson,ci_low,0.810799,0.777600,
rates_by_stratum.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|stratum_kind=language|stratum=zh-tw|metric=category_match|method=wilson,ci_high,0.933403,0.911475,
rates_by_stratum.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|stratum_kind=language|stratum=zh-tw|metric=passed|method=wilson,k,93,90,
rates_by_stratum.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|stratum_kind=language|stratum=zh-tw|metric=passed|method=wilson,estimate,0.885714,0.857143,
rates_by_stratum.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|stratum_kind=language|stratum=zh-tw|metric=passed|method=wilson,ci_low,0.810799,0.777600,
rates_by_stratum.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|stratum_kind=language|stratum=zh-tw|metric=passed|method=wilson,ci_high,0.933403,0.911475,
rates_bootstrap.csv,exp_id=e0_noise|run_id=e0_noise_20260914T115913Z|prompt_version=v1|metric=category_match|method=case_cluster_bootstrap_percentile,estimate,0.914286,0.871429,
rates_bootstrap.csv,exp_id=e0_noise|run_id=e0_noise_20260914T115913Z|prompt_version=v1|metric=category_match|method=case_cluster_bootstrap_percentile,ci_low,0.842857,0.785714,
rates_bootstrap.csv,exp_id=e0_noise|run_id=e0_noise_20260914T115913Z|prompt_version=v1|metric=category_match|method=case_cluster_bootstrap_percentile,ci_high,0.971429,0.942857,
rates_bootstrap.csv,exp_id=e0_noise|run_id=e0_noise_20260914T115913Z|prompt_version=v1|metric=passed|method=case_cluster_bootstrap_percentile,estimate,0.914286,0.871429,
rates_bootstrap.csv,exp_id=e0_noise|run_id=e0_noise_20260914T115913Z|prompt_version=v1|metric=passed|method=case_cluster_bootstrap_percentile,ci_low,0.842857,0.785714,
rates_bootstrap.csv,exp_id=e0_noise|run_id=e0_noise_20260914T115913Z|prompt_version=v1|metric=passed|method=case_cluster_bootstrap_percentile,ci_high,0.971429,0.942857,
rates_bootstrap.csv,exp_id=e1_v2a|run_id=e1_v2a_20260915T153333Z|prompt_version=v2a|metric=category_match|method=case_cluster_bootstrap_percentile,estimate,0.914286,0.871429,
rates_bootstrap.csv,exp_id=e1_v2a|run_id=e1_v2a_20260915T153333Z|prompt_version=v2a|metric=category_match|method=case_cluster_bootstrap_percentile,ci_low,0.842857,0.790476,
rates_bootstrap.csv,exp_id=e1_v2a|run_id=e1_v2a_20260915T153333Z|prompt_version=v2a|metric=category_match|method=case_cluster_bootstrap_percentile,ci_high,0.971429,0.942857,
rates_bootstrap.csv,exp_id=e1_v2a|run_id=e1_v2a_20260915T153333Z|prompt_version=v2a|metric=passed|method=case_cluster_bootstrap_percentile,estimate,0.909524,0.866667,
rates_bootstrap.csv,exp_id=e1_v2a|run_id=e1_v2a_20260915T153333Z|prompt_version=v2a|metric=passed|method=case_cluster_bootstrap_percentile,ci_low,0.842857,0.785714,
rates_bootstrap.csv,exp_id=e1_v2a|run_id=e1_v2a_20260915T153333Z|prompt_version=v2a|metric=passed|method=case_cluster_bootstrap_percentile,ci_high,0.966667,0.938095,
rates_bootstrap.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|metric=category_match|method=case_cluster_bootstrap_percentile,estimate,0.919048,0.895238,
rates_bootstrap.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|metric=category_match|method=case_cluster_bootstrap_percentile,ci_low,0.847619,0.819048,
rates_bootstrap.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|metric=category_match|method=case_cluster_bootstrap_percentile,ci_high,0.976190,0.957143,
rates_bootstrap.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|metric=passed|method=case_cluster_bootstrap_percentile,estimate,0.914286,0.890476,
rates_bootstrap.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|metric=passed|method=case_cluster_bootstrap_percentile,ci_low,0.842857,0.814286,
rates_bootstrap.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|metric=passed|method=case_cluster_bootstrap_percentile,ci_high,0.971429,0.957143,
rates_bootstrap.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|metric=category_match|method=case_cluster_bootstrap_percentile,estimate,0.804762,0.790476,
rates_bootstrap.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|metric=category_match|method=case_cluster_bootstrap_percentile,ci_low,0.709524,0.695238,
rates_bootstrap.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|metric=category_match|method=case_cluster_bootstrap_percentile,ci_high,0.890476,0.880952,
rates_bootstrap.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|metric=passed|method=case_cluster_bootstrap_percentile,estimate,0.804762,0.790476,
rates_bootstrap.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|metric=passed|method=case_cluster_bootstrap_percentile,ci_low,0.709524,0.695238,
rates_bootstrap.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|metric=passed|method=case_cluster_bootstrap_percentile,ci_high,0.890476,0.880952,
rates_bootstrap.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|metric=category_match|method=case_cluster_bootstrap_percentile,estimate,0.919048,0.876190,
rates_bootstrap.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|metric=category_match|method=case_cluster_bootstrap_percentile,ci_low,0.852381,0.795238,
rates_bootstrap.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|metric=category_match|method=case_cluster_bootstrap_percentile,ci_high,0.976190,0.947619,
rates_bootstrap.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|metric=passed|method=case_cluster_bootstrap_percentile,estimate,0.919048,0.876190,
rates_bootstrap.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|metric=passed|method=case_cluster_bootstrap_percentile,ci_low,0.852381,0.795238,
rates_bootstrap.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|metric=passed|method=case_cluster_bootstrap_percentile,ci_high,0.976190,0.947619,
paired_mcnemar.csv,metric=category_match|baseline_version=v1|candidate_version=v2a|method=mcnemar_exact,both_correct,189,180,
paired_mcnemar.csv,metric=category_match|baseline_version=v1|candidate_version=v2a|method=mcnemar_exact,both_wrong,15,24,
paired_mcnemar.csv,metric=category_match|baseline_version=v1|candidate_version=v2b|method=mcnemar_exact,both_correct,190,183,
paired_mcnemar.csv,metric=category_match|baseline_version=v1|candidate_version=v2b|method=mcnemar_exact,baseline_only_correct,2,0,
paired_mcnemar.csv,metric=category_match|baseline_version=v1|candidate_version=v2b|method=mcnemar_exact,candidate_only_correct,3,5,
paired_mcnemar.csv,metric=category_match|baseline_version=v1|candidate_version=v2b|method=mcnemar_exact,both_wrong,15,22,
paired_mcnemar.csv,metric=category_match|baseline_version=v1|candidate_version=v2b|method=mcnemar_exact,risk_difference,0.004762,0.023810,
paired_mcnemar.csv,metric=category_match|baseline_version=v1|candidate_version=v2b|method=mcnemar_exact,p_value,1.000000,0.062500,
paired_mcnemar.csv,metric=category_match|baseline_version=v1|candidate_version=v2c|method=mcnemar_exact,both_correct,162,156,
paired_mcnemar.csv,metric=category_match|baseline_version=v1|candidate_version=v2c|method=mcnemar_exact,baseline_only_correct,30,27,
paired_mcnemar.csv,metric=category_match|baseline_version=v1|candidate_version=v2c|method=mcnemar_exact,candidate_only_correct,7,10,
paired_mcnemar.csv,metric=category_match|baseline_version=v1|candidate_version=v2c|method=mcnemar_exact,both_wrong,11,17,
paired_mcnemar.csv,metric=category_match|baseline_version=v1|candidate_version=v2c|method=mcnemar_exact,risk_difference,-0.109524,-0.080952,
paired_mcnemar.csv,metric=category_match|baseline_version=v1|candidate_version=v2c|method=mcnemar_exact,p_value,0.000191,0.007632,
paired_mcnemar.csv,metric=category_match|baseline_version=v1|candidate_version=v2d|method=mcnemar_exact,both_correct,191,182,
paired_mcnemar.csv,metric=category_match|baseline_version=v1|candidate_version=v2d|method=mcnemar_exact,both_wrong,16,25,
paired_mcnemar.csv,metric=passed|baseline_version=v1|candidate_version=v2a|method=mcnemar_exact,both_correct,188,179,
paired_mcnemar.csv,metric=passed|baseline_version=v1|candidate_version=v2a|method=mcnemar_exact,both_wrong,15,24,
paired_mcnemar.csv,metric=passed|baseline_version=v1|candidate_version=v2b|method=mcnemar_exact,both_correct,189,182,
paired_mcnemar.csv,metric=passed|baseline_version=v1|candidate_version=v2b|method=mcnemar_exact,baseline_only_correct,3,1,
paired_mcnemar.csv,metric=passed|baseline_version=v1|candidate_version=v2b|method=mcnemar_exact,candidate_only_correct,3,5,
paired_mcnemar.csv,metric=passed|baseline_version=v1|candidate_version=v2b|method=mcnemar_exact,both_wrong,15,22,
